prot_IDs	usage
prot_W0T294_exchange	0.216599141846457
prot_W0T2P5_exchange	0
prot_W0T2Z0_exchange	1
prot_W0T382_exchange	0
prot_W0T3B0_exchange	0.0555903191985229
prot_W0T3E2_exchange	1
prot_W0T3H5_exchange	0.00609748349230366
prot_W0T3N4_exchange	1.73459293662714e-05
prot_W0T3P9_exchange	0.338864472512248
prot_W0T3S7_exchange	0.00133931493586103
prot_W0T3V0_exchange	0
prot_W0T3V9_exchange	0.000117884356988402
prot_W0T3X2_exchange	0
prot_W0T3Y7_exchange	0
prot_W0T3Y8_exchange	0
prot_W0T427_exchange	0
prot_W0T443_exchange	0
prot_W0T453_exchange	0
prot_W0T462_exchange	0
prot_W0T472_exchange	0
prot_W0T4C3_exchange	0
prot_W0T4E2_exchange	0
prot_W0T4F1_exchange	0.0477593822295369
prot_W0T4F5_exchange	0.00265829877109412
prot_W0T4J0_exchange	0
prot_W0T4J4_exchange	0.203139533846478
prot_W0T4J6_exchange	0
prot_W0T4K1_exchange	0
prot_W0T4N5_exchange	0
prot_W0T4N6_exchange	0
prot_W0T4R5_exchange	0.0132067248608642
prot_W0T4T5_exchange	0
prot_W0T4Z7_exchange	0
prot_W0T517_exchange	0.000537986044203588
prot_W0T518_exchange	0
prot_W0T533_exchange	0
prot_W0T5A6_exchange	0
prot_W0T5C0_exchange	1
prot_W0T5D1_exchange	0.0306493914269231
prot_W0T5D8_exchange	0.22758141074104
prot_W0T5E4_exchange	0
prot_W0T5F9_exchange	0
prot_W0T5I6_exchange	0
prot_W0T5J3_exchange	0
prot_W0T5M1_exchange	0
prot_W0T5M8_exchange	0
prot_W0T5N8_exchange	0.000613718326342407
prot_W0T5Q1_exchange	0
prot_W0T5Q3_exchange	0
prot_W0T5Y3_exchange	0
prot_W0T620_exchange	0
prot_W0T677_exchange	0
prot_W0T6B9_exchange	0
prot_W0T6D8_exchange	0
prot_W0T6J0_exchange	0
prot_W0T6N9_exchange	0
prot_W0T6Q3_exchange	0.00242113897749946
prot_W0T6Q9_exchange	0
prot_W0T6R7_exchange	0
prot_W0T6S6_exchange	0
prot_W0T6W1_exchange	0.0601734178246258
prot_W0T6X1_exchange	0.768251491326999
prot_W0T717_exchange	2.07708263056599e-06
prot_W0T723_exchange	0
prot_W0T754_exchange	0
