CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D
Q6C8V2	YALI0D16775g1_1	0	0	0	0	8.64373E-07	2.72233E-06	2.58549E-07	7.68905E-07	6.71564E-07	0.00000039	0
Q6C7B7	YALI0E02112g1_1	2.64695E-07	0	2.44036E-07	2.33727E-07	3.39701E-07	2.38657E-07	6.13967E-07	0	0	0	0
Q6C9T5	YALI0D08514g1_1	1.01403E-06	1.26989E-06	0	8.95395E-07	4.18326E-07	2.93896E-07	3.89263E-07	3.72123E-07	3.25014E-07	5.87173E-07	8.28414E-07
Q6C907	YALI0D15312g1_1	0	0	2.02949E-06	1.94376E-06	9.08118E-07	0.000000638	2.6288E-06	8.07819E-07	7.05552E-07	1.27466E-06	0
Q6C5W6	YALI0E14575g1_1	0	0	1.22877E-07	0	1.71046E-07	1.20169E-07	1.59163E-07	1.52155E-07	2.58119E-07	7.71752E-08	0
Q6CDJ6	YALI0B23430g1_1	0	0	0	0	9.14902E-07	1.02948E-06	8.51339E-07	0	3.65966E-07	2.12529E-07	0
Q6CAH9	YALI0D02629g1_1	0	0	0	7.13972E-07	0	2.26795E-06	0	0	1.56594E-06	4.68201E-07	0
Q6CEB0	YALI0B17072g1_1	0	0	0	0	1.92191E-07	4.34035E-08	1.78839E-07	3.32067E-07	2.90028E-07	8.67156E-08	1.22343E-07
Q6CFP0	YALI0B05258g1_1	0	0	0	0	6.19133E-08	2.62827E-07	5.76119E-08	5.33003E-07	1.49643E-07	8.6903E-08	0
Q6CAB8	YALI0D04202g1_1	0	3.59598E-07	0	2.53552E-07	3.68514E-07	2.589E-07	3.42912E-07	1.05375E-07	9.20352E-08	5.17256E-07	0
Q6CGK2	YALI0A18612g1_1	0	0	0	0	3.54746E-07	2.49227E-07	1.99458E-06	9.81692E-07	1.66537E-06	4.97929E-07	7.02504E-07
Q6C1V9	YALI0F12991g1_1	0	0	0	0	4.92904E-07	3.4629E-07	4.5866E-07	4.38464E-07	1.19134E-06	0	3.13767E-07
Q6C6Y4	YALI0E05291g1_1	0	0	0	0	3.52531E-07	2.3969E-06	3.28039E-07	9.75565E-07	1.65497E-06	4.94821E-07	6.98119E-07
Q6C280	YALI0F10054g1_1	1.11261E-06	0	1.02577E-06	9.82438E-07	1.42788E-06	1.00316E-06	4.27104E-07	1.27018E-06	1.10938E-06	6.44252E-07	0
Q6C4U0	YALI0E23716g1_1	1.44617E-06	0	1.3333E-06	1.27698E-06	5.96601E-07	4.19143E-07	5.55152E-07	5.30708E-07	4.63522E-07	8.37404E-07	1.18145E-06
B5RSL1	YALI0F06826g1_1	1.52911E-05	0	0	4.34027E-06	6.30818E-06	4.43182E-06	5.86992E-06	0	1.57545E-06	2.84622E-06	0
Q6C460	YALI0E29447g1_1	9.41144E-07	0	0	8.31037E-07	3.88258E-07	0	3.61284E-07	3.45376E-07	3.01652E-07	5.44968E-07	7.68869E-07
Q6BZV4	YALI0F30613g1_1	0	0	0	6.11147E-07	8.88245E-07	6.24038E-07	8.26535E-07	7.90141E-07	6.90112E-07	4.00772E-07	0
Q6C004	YALI0F29161g1_1	5.31877E-07	0	4.90365E-07	0	6.82594E-07	9.31452E-07	2.04175E-07	1.17938E-06	1.70475E-07	0	0
Q6CEN7	YALI0B14245g1_1	0	0	1.43601E-07	1.37535E-07	1.99894E-07	1.40436E-07	1.86007E-07	5.7159E-08	4.99229E-08	9.01912E-08	1.27246E-07
Q6C7R2	YALI0D26103g1_1	3.36398E-07	0	3.10143E-07	9.54841E-08	4.46099E-08	3.13407E-08	1.29136E-07	3.96828E-08	3.46591E-08	0	0
Q6CAS3	YALI0D00385g1_1	0	0	0	0	8.01373E-07	5.63006E-07	7.45698E-07	0	6.22617E-07	0	0
Q6CBN6	YALI0C16951g1_1	8.36175E-07	3.36608E-07	7.70912E-07	7.38348E-07	3.44954E-07	7.79027E-08	0	0	0	0	0
Q6CE71	YALI0B18062g1_1	0	0	0	0	3.80659E-07	1.61593E-06	2.14028E-06	0	1.78702E-06	1.66216E-06	0
Q6CDI8	YALI0C00187g1_1	1.28344E-07	0	1.18327E-07	0	5.29468E-08	3.71979E-08	4.92683E-08	4.7099E-08	4.11364E-08	0	1.04851E-07
Q6C5C2	YALI0E19294g1_1	0	0	0	0	0	0	0	2.62592E-07	1.1808E-07	2.13324E-07	5.84577E-07
Q6C3Z4	YALI0E31064g1_1	0	0	0	0	0	0	0	2.7801E-07	2.42815E-07	2.25849E-07	6.189E-07
Q6CD08	YALI0C04818g1_1	2.30016E-07	2.88053E-07	2.12064E-07	0	0	6.66654E-08	8.8298E-08	8.441E-08	7.3724E-08	1.33191E-07	0
0	0	1.44617E-06	1.81106E-06	0	1.27698E-06	5.96601E-07	4.19143E-07	5.55152E-07	5.30708E-07	4.63522E-07	0	0
F2Z6H1	YALI0F27643g1_1	0	0	1.83006E-07	1.75276E-07	2.54747E-07	1.78973E-07	2.37049E-07	2.26611E-07	1.97923E-07	0	0
Q6C0H5	YALI0F24651g1_1	0	3.53899E-07	2.6054E-07	0	1.16582E-07	8.19046E-08	1.08482E-07	1.03706E-07	9.05767E-08	1.63637E-07	2.30867E-07
Q6C3V7	YALI0E31797g1_1	3.39998E-07	0	3.13461E-07	3.0022E-07	1.40262E-07	9.85414E-08	1.30517E-07	1.24771E-07	1.08975E-07	1.96875E-07	2.77762E-07
Q6C8N1	YALI0D18337g1_1	0	0	0	0	2.25721E-07	2.21155E-06	1.26913E-06	2.0079E-07	5.45562E-07	0	0
Q6C3L0	YALI0E33957g1_1	1.12914E-06	1.41404E-06	0	0	4.65813E-07	1.01807E-06	1.34842E-06	4.14365E-07	3.61908E-07	6.53826E-07	9.22451E-07
Q6BZZ7	YALI0F29381g1_1	0	0	0	0	1.03448E-07	7.26776E-08	9.62611E-08	9.20225E-08	7.77826E-07	8.77366E-07	2.04859E-07
Q6C5J7	YALI0E17479g1_1	0	0	0	7.83738E-07	0	0	3.40721E-07	1.01328E-06	8.85003E-07	3.10549E-06	4.38138E-06
Q6C5M3	YALI0E16819g1_1	5.60426E-07	0	0	0	7.19233E-07	1.57193E-06	6.69264E-07	2.05662E-07	5.58799E-07	0	0
Q6C140	YALI0F19470g1_1	0	0	4.05622E-07	1.20855E-06	5.6463E-07	0	1.63448E-06	1.61454E-07	1.41014E-07	0	0
Q6C2E4	YALI0F08591g1_1	0	0	0	1.43186E-07	6.6896E-08	1.46206E-07	6.22484E-08	5.75898E-07	1.61686E-07	9.38968E-08	0
Q6C2Y8	YALI0F04015g1_1	0	0	7.49987E-07	0	3.35591E-07	2.28172E-06	1.88688E-06	2.98526E-07	2.60733E-07	4.71043E-07	0
Q6BZS4	YALI0F31273g1_1	0	0	0	0	1.49309E-06	4.70247E-06	1.38936E-06	4.26944E-07	3.72895E-07	6.73675E-07	0
Q6CEW7	YALI0B12320g1_1	0	0	0	0	7.1348E-07	2.58071E-07	3.41814E-07	0	8.8784E-07	0	0
Q6C4T1	YALI0E23969g1_1	0	0	0	0	1.95129E-07	8.28337E-07	0	1.73578E-07	4.71623E-07	8.52039E-07	3.86415E-07
Q6C7B6	YALI0E02134g1_1	5.49765E-07	0	0	4.85446E-07	7.0555E-07	4.95686E-07	6.56532E-07	0	1.76209E-07	3.18341E-07	0
Q6C337	YALI0F02915g1_1	4.3996E-07	0	0	0	5.6463E-07	1.23404E-06	5.25403E-07	0	4.38683E-07	0	0
Q6CDX5	YALI0B20460g1_1	3.10727E-07	0	2.86475E-07	2.74374E-07	1.28187E-07	5.44163E-07	3.71072E-07	0	3.09825E-07	0	0
Q6CHK1	YALI0A08041g1_1	6.38647E-07	2.57091E-07	1.8927E-07	1.81275E-07	0	5.75824E-07	0	7.53372E-08	6.57998E-08	0	0
Q6C690	YALI0E11495g1_1	0	0	0	0	0	0	4.30215E-08	3.98018E-07	3.4763E-07	0	2.84824E-07
Q6CFQ4	YALI0B04840g1_1	4.08854E-07	0	0	0	0	3.68636E-07	1.5695E-07	4.66757E-07	4.07667E-07	2.36746E-07	3.34014E-07
Q6CAL1	YALI0D01804g1_1	0	0	5.91894E-07	5.66892E-07	0	1.86071E-07	2.4645E-07	2.35598E-07	6.40138E-07	3.7175E-07	5.24484E-07
P41923	YALI0F21527g1_1	0	0	0	1.01199E-06	4.72798E-07	2.00706E-06	4.39951E-07	1.30838E-06	3.67335E-07	6.63631E-07	9.36285E-07
Q6C4B2	YALI0E28292g1_1	0	4.31917E-07	0	3.04544E-07	0	0	0	7.64768E-07	3.43894E-07	0	8.76536E-07
Q6CGG3	YALI0A19602g1_1	0	0	0	0	2.92208E-06	2.05291E-06	0	2.59934E-06	7.29778E-07	4.1015E-06	1.8601E-06
Q6CGM4	YALI0A18062g1_1	0	0	0	2.56013E-07	1.19609E-07	0	0	6.42897E-07	5.61509E-07	5.22277E-07	2.36862E-07
Q6CBK6	YALI0C17941g1_1	0	0	0	2.31601E-07	0	4.59332E-07	1.00686E-07	9.62527E-08	8.40674E-08	1.51877E-07	2.14276E-07
Q6C0T3	YALI0F21945g1_1	0	0	3.89272E-07	1.19846E-07	1.74185E-07	2.37689E-07	3.14817E-07	0	0	0	0
Q6CC56	YALI0C12342g1_1	2.61492E-07	3.27471E-07	2.41083E-07	2.30899E-07	1.07876E-07	7.57882E-08	1.00381E-07	9.5961E-08	2.60733E-07	1.51417E-07	0
Q6C9M3	YALI0D09977g1_1	0	0	0	0	0	0	7.83052E-07	3.85402E-07	1.04717E-06	1.95482E-07	2.75796E-07
Q6CE93	YALI0B17490g1_1	0	0	0	2.1556E-06	1.00709E-06	7.07532E-07	0	0	7.82446E-07	1.41358E-06	1.99434E-06
Q6CC10	YALI0C13706g1_1	0	0	0	0	1.7002E-07	1.19448E-07	1.58208E-07	1.51242E-07	7.98169E-07	7.42401E-07	1.04742E-06
Q6C4T2	YALI0E23947g1_1	0	0	0	0	1.39698E-06	9.81449E-07	6.69264E-07	6.39795E-07	1.79626E-07	0	0
Q6C537	YALI0E21329g1_1	1.32968E-06	0	0	1.17411E-06	5.48542E-07	3.85379E-07	1.58791E-06	1.51799E-06	4.26183E-07	7.69947E-07	0
Q6CAI4	YALI0D02497g1_1	0	0	0	2.38813E-07	3.47092E-07	2.4385E-07	3.22978E-07	3.08757E-07	8.6685E-08	0	2.20948E-07
Q6CEG9	YALI0B15708g1_1	0	0	0	0	2.29532E-07	3.13214E-07	6.86569E-08	6.56338E-08	3.46378E-07	1.03564E-07	0
Q6C611	YALI0E13442g1_1	0	0	1.66088E-07	1.59073E-07	7.43183E-08	5.22124E-08	6.9155E-08	2.05662E-07	5.77407E-08	1.04315E-07	0
Q6C7A4	YALI0E02398g1_1	0	0	0	0	8.07473E-08	5.67292E-08	7.51374E-08	7.1829E-08	2.01664E-08	3.64328E-08	5.14012E-08
Q6CDA2	YALI0C02453g1_1	1.70573E-07	0	0	0	7.03677E-08	2.98716E-07	2.03699E-07	6.25958E-08	5.46714E-08	0	0
Q6C811	YALI0D23705g1_1	0	0	0	0	1.95982E-07	2.67432E-07	5.86215E-08	1.74336E-07	1.52266E-07	0	1.24756E-07
Q6C6X6	YALI0E05467g1_1	1.1994E-06	1.50203E-06	0	0	1.53928E-06	1.08142E-06	4.60424E-07	0	0	0	9.79855E-07
Q6CDE7	YALI0C01111g1_1	0	0	9.89194E-07	9.47409E-07	4.42627E-07	3.10968E-07	4.11875E-07	3.9374E-07	3.43894E-07	6.21282E-07	8.76536E-07
Q6CHA1	YALI0A10879g1_1	0	0	0	1.65787E-06	7.74552E-07	5.44163E-07	2.24216E-06	2.14343E-06	6.01779E-07	0	0
Q6CHY5	YALI0A03509g1_1	0	0	4.8922E-07	0	0	4.94369E-08	2.03699E-07	6.25958E-08	1.70077E-07	9.87698E-08	1.3935E-07
Q6CI30	YALI0A02222g1_1	0	0	0	0	0	1.37687E-07	3.54213E-07	5.60403E-08	1.52266E-07	8.84259E-08	1.24756E-07
Q6C1N6	YALI0F14729g1_1	0	0	1.50431E-06	0	6.73121E-07	4.72902E-07	6.26356E-07	0	0	3.03709E-07	0
Q6C7E0	YALI0E01584g1_1	0	0	5.04446E-07	0	7.02195E-07	1.5347E-06	6.5341E-07	0	0	0	0
Q6C7G1	YALI0E01100g1_1	0	0	0	0	1.1884E-07	2.59734E-07	3.44016E-07	1.05715E-07	2.87234E-07	1.66807E-07	2.3534E-07
Q6C9X5	YALI0D07568g1_1	0	3.41408E-06	0	0	1.12467E-06	7.90137E-07	1.04653E-06	1.00045E-06	8.73798E-07	1.57861E-06	0
Q6C535	YALI0E21373g1_1	0	0	0	0	2.90296E-07	1.97375E-06	8.40342E-07	2.58233E-07	7.0164E-07	0	0
Q6C0X5	YALI0F20966g1_1	0	0	0	4.63133E-07	2.16375E-07	1.52014E-07	6.26356E-07	1.92477E-07	5.22973E-07	3.03709E-07	0
Q6C940	YALI0D14454g1_1	0	0	5.2426E-07	0	0	1.64809E-07	2.18289E-07	6.49175E-07	1.82259E-07	1.02433E-06	4.64553E-07
0	0	5.36891E-07	6.72357E-07	0	4.74078E-07	2.21488E-07	0	2.061E-07	6.12927E-07	1.72083E-07	3.10886E-07	4.38614E-07
Q6C9C1	YALI0D12386g1_1	5.26938E-07	6.59892E-07	4.85811E-07	0	2.17382E-07	1.478E-06	2.02279E-07	0	1.68892E-07	0	0
Q6CI64	YALI0A01331g1_1	0	0	3.98951E-07	0	5.55345E-07	3.90159E-07	5.16763E-07	1.58799E-07	1.38696E-07	2.50569E-07	0
Q6C433	YALI0E30129g1_1	0	0	1.88776E-07	1.80802E-07	8.44701E-08	1.84615E-07	2.44522E-07	0	3.96549E-07	0	0
P09379	YALI0F31911g2_1	1.53714E-07	0	0	1.35731E-07	1.97272E-07	1.38594E-07	0	5.64093E-08	4.9268E-08	8.90081E-08	1.25577E-07
Q6CEH1	YALI0B15664g1_1	2.25572E-07	0	0	0	5.62286E-07	2.03383E-07	0	8.27793E-08	2.24917E-07	1.30617E-07	0
0	YALI0B07557g2_1	0	0	1.31757E-07	0	0	2.50273E-07	1.70665E-07	1.6315E-07	1.42496E-07	0	0
Q6CAD4	YALI0D03762g1_1	0	0	0	0	3.05403E-07	2.14561E-07	8.84072E-07	8.45145E-07	1.43373E-06	4.28671E-07	0
Q6C2N2	YALI0F06446g1_1	0	0	0	0	0	1.59719E-07	9.48348E-07	6.50075E-08	1.7663E-07	0	0
Q6C1U0	YALI0F13409g1_1	0	0	0	2.56013E-07	1.19609E-07	8.13232E-07	0	3.30995E-07	2.89092E-07	0	0
Q6BZV1	YALI0F30679g1_1	0	0	0	0	1.62791E-07	6.91058E-07	4.71242E-07	4.50493E-07	1.26478E-07	2.28497E-07	0
Q6CCG7	YALI0C09526g1_1	0	0	0	0	5.79034E-07	1.30766E-07	1.04653E-06	0	4.49874E-07	2.61257E-07	3.68595E-07
Q6C4Z2	YALI0E22484g1_1	0	0	0	0	1.24896E-06	1.70431E-06	1.16219E-06	3.57137E-07	9.70367E-07	0	0
Q6CHI3	YALI0A08536g1_1	0	0	0	0	8.74181E-08	3.71096E-07	8.13448E-08	2.41913E-07	6.79185E-08	1.22702E-07	1.73115E-07
Q6CC99	YALI0C11231g1_1	0	0	0	0	4.5069E-07	9.85015E-07	8.14566E-07	1.28873E-07	0	0	0
Q6C3H9	YALI0E34687g1_1	0	0	0	0	8.55112E-07	6.0076E-07	7.95703E-07	7.60667E-07	6.64369E-07	0	0
0	YALI0D22022g1_1	0	0	0	0	0	7.58886E-06	7.2074E-07	6.89005E-07	3.63617E-06	0	0
Q6C7L2	YALI0D27170g1_1	0	0	0	0	5.69367E-07	3.11094E-06	1.70307E-07	0	0	0	0
Q6C2M6	YALI0F06578g1_1	2.59131E-07	3.24514E-07	7.43214E-07	1.38258E-06	0	0	0	0	8.30558E-08	0	2.11697E-07
Q6C3T3	YALI0E32307g1_1	0	0	0	2.61053E-07	0	2.66559E-07	6.85746E-07	3.3751E-07	9.47577E-08	0	0
Q6C9Y7	YALI0D07304g1_1	0	0	0	0	0	0	0	4.76206E-07	8.07848E-07	7.51404E-07	3.40775E-07
O74932	YALI0E14685g1_1	3.29381E-07	0	3.03673E-07	2.90845E-07	1.35882E-07	9.54642E-08	1.26442E-07	0	0	1.90727E-07	0
Q6C1E0	YALI0F17138g1_1	0	0	0	6.0449E-07	2.82416E-07	1.98412E-07	2.62795E-07	2.51224E-07	2.1942E-07	3.96406E-07	0
Q6C9S7	YALI0D08690g1_1	3.36398E-07	0	3.10143E-07	0	1.38777E-07	9.43561E-07	1.29136E-07	0	0	1.94791E-07	0
Q6C610	YALI0E13464g1_1	0	0	0	0	0	0	4.1485E-07	7.70292E-07	3.46378E-07	0	0
Q6CG27	YALI0B01408g1_1	0	0	0	0	0	7.26776E-08	9.62611E-08	9.20225E-08	8.03728E-08	1.45202E-07	2.04859E-07
Q6CEK6	YALI0B14927g1_1	0	0	0	0	1.60876E-06	1.13023E-06	7.70723E-07	2.3684E-07	0	0	0
Q6CB49	YALI0C21934g1_1	0	0	0	8.36575E-07	3.90846E-07	3.8294E-06	3.63692E-07	0	0	0	0
Q6C9M0	YALI0D10043g1_1	2.92765E-07	3.66634E-07	2.69915E-07	2.58513E-07	0	0	0	0	0	0	0
Q6CE09	YALI0B19624g1_1	4.36318E-07	0	4.02264E-07	3.85272E-07	0	1.26458E-07	1.67493E-07	4.98111E-07	4.35052E-07	0	0
Q6C279	YALI0F10076g1_1	0	0	0	0	3.08932E-07	6.75193E-07	2.87469E-07	8.54912E-07	2.40021E-07	1.34897E-06	0
Q6CA83	YALI0D05049g1_1	0	0	3.89495E-08	0	1.74284E-08	1.22444E-08	1.62176E-08	1.50039E-07	1.35408E-08	0	0
Q6C517	YALI0E21846g1_1	0	0	0	0	1.29493E-07	5.49708E-07	3.74853E-07	3.58348E-07	1.00608E-07	0	0
Q6C4L9	YALI0E25696g1_1	0	0	0	2.72535E-07	3.96105E-07	8.94543E-08	7.1591E-07	0	3.07749E-07	0	0
F2Z6D0	YALI0A09284g1_1	0	0	0	0	0	2.03948E-07	0	8.0334E-07	1.36281E-06	1.26759E-06	5.74875E-07
Q6C7V8	YALI0D24970g1_1	0	0	4.7472E-07	0	0	4.64258E-07	6.14906E-07	1.88958E-07	9.97212E-07	0	0
Q6C2B4	YALI0F09251g1_1	0	0	0	0	2.66246E-07	1.81024E-06	1.49699E-06	0	0	3.73709E-07	0
Q6C1X9	YALI0F12551g1_1	0	0	0	0	1.34006E-07	5.68864E-07	3.87917E-07	0	3.23889E-07	1.88094E-07	0
Q6CDY5	YALI0B20240g1_1	0	0	0	1.46104E-06	0	4.79557E-07	6.35171E-07	6.07203E-07	0	2.98057E-06	1.35174E-06
Q6C625	YALI0E13101g1_1	0	0	0	4.25974E-07	6.3973E-08	1.39818E-07	5.95285E-08	5.69073E-08	4.97031E-08	0	0
Q6CAZ6	YALI0C23122g1_1	0	0	0	0	3.25658E-07	2.28792E-07	3.03033E-07	2.8969E-07	7.8711E-07	0	0
Q6CFM9	YALI0B05522g1_1	0	0	0	0	3.98777E-07	5.44163E-07	3.71072E-07	1.14029E-07	0	0	2.53849E-07
Q6C874	YALI0D22088g1_1	0	0	0	0	8.59722E-07	6.03999E-07	7.99993E-07	2.37912E-06	6.67951E-07	1.20673E-06	1.70251E-06
Q12724	0	0	0	0	6.53691E-07	1.84536E-06	2.14561E-07	2.84185E-07	2.71672E-07	2.37279E-07	4.28671E-07	0
Q6C4A6	YALI0E28424g1_1	0	0	0	0	0	5.07748E-07	2.09211E-06	3.88462E-06	1.7468E-06	1.01443E-06	0
0	0	0	0	0	0	5.04458E-07	3.54408E-07	0	1.44248E-07	1.25987E-07	7.08069E-07	3.21122E-07
Q6CEB7	YALI0B16918g1_1	0	0	0	9.12516E-08	0	9.31763E-08	3.96706E-08	3.79238E-08	1.03042E-07	5.984E-08	0
F2Z6C7	YALI0F07260g1_1	0	0	0	0	1.78516E-07	3.90159E-07	1.66113E-07	9.59522E-07	4.31469E-07	0	0
Q6CD74	YALI0C03179g1_1	0	0	0	0	3.30564E-07	4.51081E-07	9.88775E-08	9.45237E-08	8.25573E-08	1.49149E-07	0
Q6CD72	YALI0C03223g1_1	0	0	0	0	1.05678E-06	7.18515E-06	0	2.92444E-06	2.55421E-06	0	0
Q6C8U0	YALI0D17028g1_1	0	0	2.17525E-07	0	0	6.83824E-08	0	8.65841E-08	7.56228E-08	1.36621E-07	1.92752E-07
Q6CAB6	YALI0D04246g1_1	1.57494E-07	0	0	0	0	1.42001E-07	6.04583E-08	5.77962E-08	5.04794E-08	9.11966E-08	0
Q6CEE5	YALI0B16280g1_1	1.19024E-06	1.49056E-06	1.09734E-06	0	0	3.44967E-07	0	4.36788E-07	3.81492E-07	2.14406E-06	0
Q6CB64	YALI0C21582g1_1	0	0	0	0	4.302E-07	9.71543E-08	1.2868E-07	1.23014E-07	3.34239E-07	0	0
Q6CBP5	YALI0C16753g1_1	0	0	0	0	1.23574E-07	2.70081E-07	1.14989E-07	1.09926E-07	2.98677E-07	1.73452E-07	0
Q6C7J4	YALI0E00308g1_1	0	0	0	0	0	0	0	2.58233E-07	2.25542E-07	4.07466E-07	0
Q6C1Y1	YALI0F12507g1_1	0	0	0	0	2.47727E-07	1.74041E-07	7.17113E-07	2.20366E-07	5.9875E-07	3.47715E-07	0
Q6CDU0	YALI0B21230g1_1	0	0	0	2.83875E-07	1.32626E-07	0	0	1.17977E-07	1.03042E-07	1.86157E-07	2.62639E-07
Q6C1K4	YALI0F15477g1_1	0	0	5.42647E-07	0	2.42814E-07	1.70589E-07	2.25945E-07	2.15996E-07	1.88652E-07	3.4082E-07	0
Q6C587	YALI0E20141g1_1	0	0	0	1.17411E-06	1.70646E-06	3.85379E-07	5.10432E-07	4.87957E-07	4.26183E-07	7.69947E-07	0
0	0	7.80091E-07	9.7692E-07	0	6.88825E-07	0	2.26093E-07	2.99459E-07	0	2.50032E-07	0	0
Q6CGG8	YALI0A19492g1_1	0	0	1.64695E-06	0	7.36946E-07	5.17742E-07	6.85746E-07	6.55552E-07	5.72561E-07	1.0344E-06	0
Q6C880	YALI0D21956g1_1	0	1.50203E-06	0	1.05908E-06	0	3.47622E-07	4.60424E-07	0	3.84429E-07	6.94513E-07	9.79855E-07
Q6C428	YALI0E30283g1_1	0	0	2.07392E-07	0	9.28E-08	6.51967E-08	0	8.25504E-08	2.24296E-07	1.30256E-07	1.83772E-07
Q6C2Y9	YALI0F03993g1_1	9.34939E-07	0	8.61968E-07	8.25557E-07	3.85698E-07	8.42971E-07	3.58902E-07	3.43099E-07	0	0	0
Q6C641	YALI0E12617g1_1	0	0	0	0	0	2.09146E-07	2.77013E-07	2.64815E-07	2.31291E-07	0	0
Q6C0W4	YALI0F21197g1_1	0	0	0	0	6.34131E-08	2.69193E-07	3.56545E-07	0	4.9268E-08	0	0
Q6C9A9	YALI0D12628g1_1	0	0	1.01484E-07	9.71968E-08	4.54101E-08	9.92469E-08	1.31452E-07	0	3.52808E-08	0	0
Q6C1D8	YALI0F17182g1_1	0	0	0	0	8.06917E-07	5.66901E-07	7.50856E-07	2.23299E-06	6.26924E-07	1.13261E-06	1.59794E-06
Q6CFS5	YALI0B04268g1_1	0	0	2.09707E-07	0	0	0	5.27599E-07	5.04368E-07	7.29046E-08	0	0
0	0	0	0	3.56827E-07	0	1.59667E-07	1.12174E-07	1.48574E-07	1.42032E-07	1.24051E-07	2.24112E-07	3.16188E-07
Q6C358	YALI0F02409g1_1	0	0	1.97997E-07	1.89634E-07	8.85963E-08	1.93634E-07	8.24411E-08	0	6.88339E-08	1.24356E-07	0
Q6C8X0	YALI0D16247g1_1	0	0	0	0	2.02122E-07	1.42001E-07	1.13645E-06	1.79799E-07	4.88526E-07	0	0
Q6CCF2	YALI0C09904g1_1	0	0	0	0	2.64245E-08	5.77526E-08	7.6493E-08	2.3506E-08	2.05302E-08	0	5.23286E-08
Q6C0J0	YALI0F24277g1_1	0	0	0	0	0	0	0	4.80067E-06	1.34781E-06	2.43497E-06	0
Q6C0R4	YALI0F22421g1_1	0	0	0	0	1.56932E-06	3.54408E-07	4.69411E-07	0	0	0	0
Q6C4G8	YALI0E26917g1_1	0	0	0	3.22886E-07	1.50851E-07	6.40376E-07	8.48174E-07	0	0	0	0
Q6C9N1	YALI0D09801g1_1	0	0	0	0	0	0	0	5.90537E-07	8.53601E-08	4.7974E-07	2.17571E-07
Q6CAP1	YALI0D01111g1_1	2.01589E-07	0	1.85855E-07	1.78004E-07	2.58713E-07	5.84264E-08	2.40739E-07	0	0	0	0
Q6C438	YALI0E29975g1_1	0	0	3.20273E-07	3.06744E-07	1.4331E-07	3.13214E-07	0	1.27482E-07	3.46378E-07	0	0
Q6CG73	YALI0B00264g1_1	0	0	0	0	3.50339E-07	2.46131E-07	0	3.11645E-07	8.46763E-07	1.52977E-06	6.93779E-07
Q6CA00	YALI0D07018g1_1	0	0	1.77563E-06	0	7.94529E-07	1.0842E-06	2.37657E-07	0	0	0	0
Q6CCM8	YALI0C08118g1_1	0	0	0	0	0	2.46131E-07	1.96981E-06	9.69499E-07	2.72192E-07	0	0
Q6CGN5	YALI0A17831g1_1	0	0	0	0	0	0	0	2.92444E-06	4.09094E-06	7.63685E-07	0
Q6CAV9	YALI0C23947g1_1	0	0	0	1.9656E-06	0	2.0739E-07	2.74687E-07	8.16898E-07	2.29348E-07	0	0
Q6C8U9	YALI0D16841g1_1	0	0	0	0	4.03861E-08	2.83733E-08	0	2.17075E-07	9.76124E-08	0	7.99767E-08
Q6C0I4	YALI0F24409g1_1	0	0	2.21118E-06	0	9.8942E-07	6.95118E-07	9.2068E-07	0	0	0	0
Q6C942	YALI0D14410g1_1	0	0	0	0	3.39701E-07	1.06988E-06	0	9.71363E-08	0	0	0
Q6C465	YALI0E29337g1_1	0	0	0	0	9.62358E-08	6.54318E-07	2.78581E-07	0	7.47693E-08	0	0
Q6CG08	YALI0B01892g1_1	0	0	0	0	2.87102E-07	2.01704E-07	8.31096E-07	7.94502E-07	2.23061E-07	0	5.6855E-07
Q6CEK9	YALI0B14861g1_1	0	0	0	0	2.43411E-06	1.71009E-06	2.265E-06	6.96026E-07	0	1.09826E-06	0
Q8TG23	YALI0B12166g1_1	0	2.6098E-06	0	1.84017E-06	0	0	0	7.64768E-07	4.036E-06	0	0
Q6CG51	YALI0B00836g1_1	0	0	0	4.28805E-07	6.23229E-07	4.3785E-07	0	0	1.55649E-07	0	0
Q6CGI4	YALI0A19052g1_1	1.13918E-07	0	0	1.0059E-07	0	3.30168E-08	4.37305E-08	4.1805E-08	0	0	0
Q6C2Q7	YALI0F05918g1_1	0	0	0	0	1.1884E-07	0	1.10584E-07	3.28868E-07	2.87234E-07	1.66807E-07	0
Q6BZP3	YALI0F32043g1_1	0	0	0	0	0	0	0	7.7625E-08	3.49057E-08	2.02709E-08	2.85993E-08
Q6C0G0	YALI0F25047g1_1	5.88586E-07	0	0	5.19725E-07	2.42814E-07	1.70589E-07	2.25945E-07	2.15996E-07	1.88652E-07	0	0
Q6C3F0	YALI0F00286g1_1	0	0	0	0	0	9.16998E-08	0	5.9778E-08	1.6783E-08	3.03203E-08	0
Q6CA40	YALI0D06149g1_1	0	0	0	0	1.60876E-06	1.13023E-06	2.47749E-07	0	0	0	0
Q6C9B0	YALI0D12606g1_1	0	0	0	0	0	1.13044E-07	0	1.43133E-07	3.88903E-07	2.25849E-07	3.1864E-07
Q6C258	YALI0F10659g1_1	0	0	0	1.00224E-07	1.45667E-07	1.02338E-07	1.35546E-07	0	0	0	0
Q6C1X0	YALI0F12749g1_1	0	0	0	0	0	0	0	1.78751E-06	0	2.91444E-07	1.27915E-06
