Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
W0TGN3	KLMA_80214	9.48099E-08	9.28142E-08	1.57202E-07	2.66347E-07	1.79456E-07	2.67369E-07	0	1.83802E-07	2.85443E-07	2.9688E-07	2.75921E-07	2.10675E-07
W0TA48	KLMA_30608	0	0	0	0	2.94397E-06	1.43278E-06	2.94852E-07	1.67215E-07	0	0	0	0
0	0	2.24446E-06	2.19722E-06	3.72149E-06	0	4.24832E-06	6.32951E-06	0	4.35121E-06	6.75739E-06	7.02813E-06	6.53195E-06	4.98737E-06
W0T7H3	KLMA_10427	0	0	0	5.80856E-06	0	0	0	0	0	5.7124E-07	0	0
W0TAY5	KLMA_40179	0	0	0	3.21839E-07	4.17239E-07	3.23073E-07	0	7.25495E-08	1.12669E-07	0	0	2.54567E-07
W0T791	KLMA_20223	5.78458E-07	6.04252E-08	3.13306E-07	1.73401E-07	1.16832E-07	0	0	1.19662E-07	0	0	0	1.37156E-07
W0TEY9	KLMA_70359	1.06225E-07	1.03989E-07	0	5.06614E-08	0	0	0	0	5.08818E-07	0	0	0
W0TFF9	KLMA_80051	0	3.72156E-08	6.30332E-08	1.06797E-07	7.19563E-08	6.3149E-07	1.29954E-07	2.25616E-07	1.14454E-07	0	0	0
W0T6Q9	KLMA_10157	3.08638E-07	3.02142E-07	1.67166E-07	0	5.8419E-07	2.84315E-07	0	1.95452E-07	0	3.15697E-07	0	2.24028E-07
W0TBZ0	KLMA_40524	7.08029E-08	2.12187E-07	3.59387E-07	0	0	1.99668E-07	0	1.37262E-07	2.13166E-07	2.21707E-07	6.30796E-07	0
W0TA74	KLMA_30421	1.08557E-07	0	1.79995E-07	0	2.05475E-07	1.00001E-07	0	0	3.2683E-07	0	3.15927E-07	0
W0T570	KLMA_10581	6.83713E-07	1.06489E-06	5.8917E-07	0	0	3.2733E-07	0	0	0	3.6346E-07	0	0
W0T939	KLMA_40128	0	0	0	6.46428E-06	6.24391E-06	2.11971E-06	0	0	0	0	0	0
W0TCC0	KLMA_30459	0	2.08174E-06	5.98584E-07	0	2.09186E-06	0	1.23409E-06	6.99871E-07	1.08689E-06	1.13044E-06	0	8.02194E-07
W0T7G3	KLMA_30035	1.90441E-06	1.1718E-06	1.98471E-06	0	0	0	0	0	6.11805E-07	0	0	0
W0TEA4	KLMA_70124	8.14743E-07	0	3.07816E-07	0	1.14784E-07	1.71016E-07	0	1.17565E-07	0	0	0	1.34753E-07
W0T821	KLMA_20745	7.17352E-07	1.1922E-07	2.01926E-07	3.42123E-07	0	0	0	7.22757E-07	0	3.81342E-07	3.5442E-07	2.70612E-07
0	0	8.65919E-07	3.71656E-07	1.06866E-07	0	0	0	0	1.24949E-07	1.94045E-07	0	0	0
W0TE09	KLMA_60319	1.94459E-07	1.12133E-06	3.22427E-07	5.46289E-07	2.16808E-06	1.67877E-06	0	0	0	0	0	0
W0TF82	KLMA_70172	1.86301E-07	5.5832E-07	3.08901E-07	5.23371E-07	1.07951E-06	0	0	1.10566E-06	5.60895E-07	0	0	4.13975E-07
0	0	2.46378E-06	7.87873E-07	4.35906E-07	0	4.97614E-07	0	8.98699E-07	5.09666E-07	7.91506E-07	0	0	0
W0TEM9	KLMA_70254	5.00453E-08	4.89919E-08	8.29789E-08	1.40591E-07	9.47256E-08	4.32044E-07	0	9.70199E-08	0	1.56708E-07	1.45644E-07	1.11204E-07
W0TCX1	KLMA_30649	1.30875E-07	1.2812E-07	0.000000217	3.67664E-07	2.47719E-07	3.69074E-07	0	0	3.94024E-07	4.09811E-07	0	0
W0TE52	KLMA_70069	7.6805E-08	2.45608E-08	4.15994E-08	0	4.74883E-08	0	0	4.86385E-08	2.31236E-07	7.85615E-08	0	5.57495E-08
0	0	3.39916E-08	1.01868E-07	1.72537E-07	0	6.43391E-08	0	1.16198E-07	6.58975E-08	0	0	9.89239E-08	0
W0T4Z7	KLMA_10244	1.7447E-07	0	9.4497E-08	1.60106E-07	0	0	1.94823E-07	1.10487E-07	1.71585E-07	1.7846E-07	1.65861E-07	1.2664E-07
W0T2B8	KLMA_10090	3.1934E-07	1.62471E-07	2.75182E-07	1.52301E-07	0	0	1.85325E-07	1.05101E-07	0	0	0	0
W0T6R0	KLMA_20033	5.08069E-07	4.97375E-07	8.98903E-08	0	0	0	0	1.05101E-07	0	0	0	0
0	0	3.45637E-06	6.51056E-06	1.87205E-06	0	0	0	0	6.70066E-06	0	0	3.28582E-06	0
W0T8H6	KLMA_30430	0	2.96408E-07	0	0	1.87209E-07	8.53859E-07	0	5.86985E-07	1.75401E-06	0	0	0
W0T4M7	KLMA_10713	4.02928E-07	3.94446E-07	6.68085E-07	1.13194E-06	7.6266E-07	1.13628E-06	1.37738E-06	7.81133E-07	1.21309E-06	1.2617E-06	0	0
W0TFV5	KLMA_70402	2.45534E-07	1.41585E-06	4.07114E-07	0	1.42273E-06	0	2.56948E-06	4.76002E-07	0	0	0	0
W0T8M0	KLMA_10807	8.77847E-08	0	0	0	0	0	0	5.55916E-08	0	8.97923E-08	2.55475E-07	5.97152E-07
W0T6E5	KLMA_10729	0	0	0	0	0	8.83604E-08	0	6.07433E-08	3.08148E-08	9.81133E-08	2.97868E-08	6.96241E-08
W0T8L9	KLMA_30088	3.11871E-08	9.34636E-08	5.17105E-08	0	0	0	0	6.04606E-08	2.87441E-07	5.75237E-07	0	0
W0TB54	KLMA_50188	4.98855E-06	5.21099E-07	0	0	0	0	0	0	0	0	0	0
W0T734	KLMA_10272	9.05473E-09	8.86413E-09	1.50134E-08	0	1.71388E-08	0	0	1.75539E-08	2.7261E-08	8.67981E-08	0	2.01203E-08
W0T3F6	KLMA_10520	1.01735E-06	9.95935E-07	0	0	0	0	5.90407E-07	0	5.19986E-07	0	0	0
W0T5R3	KLMA_10534	1.61006E-07	2.67583E-08	0	0	5.1737E-08	0	0	5.29901E-08	0	0	7.95477E-08	3.57767E-07
W0T552	KLMA_20077	1.50842E-07	4.82366E-08	8.16997E-08	1.38424E-07	9.32653E-08	1.38955E-07	0	9.55243E-08	0	0	1.43399E-07	1.0949E-07
W0TBC4	KLMA_50081	4.33722E-07	2.20666E-07	3.73748E-07	6.33241E-07	1.39371E-07	0	0	0	0	0	0	0
W0T7Q2	KLMA_20625	4.21528E-08	4.12655E-08	6.98925E-08	0	0	3.63907E-07	0	8.17192E-08	0	1.31994E-07	0	9.36666E-08
W0T5X6	KLMA_20337	1.0277E-06	1.00607E-06	0	0	0	0	0	6.50813E-07	0	0	0	0
W0THA2	KLMA_60198	3.86354E-06	0	2.09258E-06	0	0	3.55906E-06	4.31424E-06	2.44667E-06	3.79966E-06	0	0	0
W0TCH1	KLMA_50466	3.96895E-07	6.59616E-08	1.11721E-07	0	1.27537E-07	1.90015E-07	0	1.30626E-07	2.0286E-07	0	1.96093E-07	0
W0TAL0	KLMA_30526	9.82428E-07	6.04494E-07	1.73816E-07	0	0	0	0	2.03228E-07	3.15611E-07	0	0	0
W0T9X9	KLMA_30533	6.29882E-07	3.20466E-07	1.77304E-07	3.00407E-07	6.1962E-07	3.01559E-07	0	0	0	0	0	0
W0T982	KLMA_30051	7.3341E-08	2.19793E-07	1.21605E-07	2.06035E-07	1.3882E-07	2.06825E-07	0	1.42182E-07	0	2.29654E-07	0	1.62969E-07
W0TEW5	KLMA_70339	3.42635E-07	0	9.64476E-08	1.63411E-07	0	0	0	1.12768E-07	1.75127E-07	1.82144E-07	1.69285E-07	1.29255E-07
W0T668	KLMA_20100	1.47184E-07	1.44086E-07	2.44043E-07	4.13482E-07	2.7859E-07	4.15067E-07	0	8.73507E-07	4.43126E-07	0	4.28343E-07	0
W0T8R8	KLMA_20753	1.48995E-07	1.95963E-06	0	0	8.63343E-07	0	0	8.84254E-07	0	0	0	0
W0TIW6	KLMA_70241	1.3509E-06	0	0	0	0	0	0	0	0	1.21916E-07	0	0
W0T699	KLMA_20135	2.7234E-07	1.38559E-07	7.66604E-08	0	0	0	0	8.96323E-08	1.39198E-07	1.44775E-07	0	1.02737E-07
W0T6W2	KLMA_20712	1.17304E-07	1.14834E-07	1.94498E-07	3.29538E-07	2.22032E-07	3.30802E-07	0	2.2741E-07	0	3.67315E-07	3.41383E-07	2.60657E-07
W0TGG5	KLMA_70315	1.42242E-06	2.21544E-06	4.00395E-07	0	4.57076E-07	0	0	4.68147E-07	0	0	0	0
W0T6S4	KLMA_20667	6.06674E-07	4.42054E-08	0	1.26855E-07	8.54709E-08	1.27342E-07	0	8.75411E-08	0	0	0	0
W0T5Z1	KLMA_20015	1.60661E-07	2.11306E-06	0	0	9.30939E-07	0	0	9.53488E-07	0	0	0	0
W0T794	KLMA_30187	0	3.14345E-06	3.34642E-06	0	0	0	0	6.64247E-07	0	0	9.97154E-07	7.61361E-07
W0TF14	KLMA_60095	2.73924E-08	0	4.54187E-08	0	0	7.7248E-08	0	5.31041E-08	0	8.57743E-08	7.97187E-08	6.0868E-08
W0TCD3	KLMA_40432	1.54166E-07	4.92993E-08	0	0	0	0	0	9.76288E-08	4.64145E-07	4.82742E-07	0	1.11902E-07
W0TFN7	KLMA_50255	9.75092E-08	9.54567E-08	1.61678E-07	2.73931E-07	1.84565E-07	2.74981E-07	3.33328E-07	1.89035E-07	2.9357E-07	0	0	0
W0T472	KLMA_10196	9.65957E-08	0	0	0	1.82836E-07	2.72405E-07	0	5.73275E-07	2.9082E-07	3.02472E-07	0	2.14643E-07
0	0	4.72442E-07	2.40365E-07	0	0	1.51813E-07	0	0	1.5549E-07	2.41474E-07	2.51149E-07	0	0
W0TFU6	KLMA_70392	0	2.19793E-07	1.21605E-07	0	0	0	0	0	0	1.35275E-06	2.13441E-07	4.98899E-07
W0TAC4	KLMA_30688	3.24111E-07	0	1.75546E-07	0	0	0	0	6.70468E-08	0	1.08295E-07	1.00649E-07	0
W0T8S1	KLMA_20031	7.02582E-08	0	3.56622E-07	1.97375E-07	7.83332E-07	1.98132E-07	0	0	0	0	0	1.56119E-07
W0TBQ1	KLMA_40227	3.13153E-07	0	1.69611E-07	8.79733E-07	1.93621E-07	0	3.49683E-07	0	0	0	0	2.27304E-07
W0T5W8	KLMA_10821	8.19059E-07	2.6192E-07	0	7.51628E-07	5.06421E-07	0	0	1.58786E-06	0	8.3779E-07	0	5.9452E-07
W0T6T4	KLMA_20063	1.18978E-07	1.97735E-08	3.34909E-08	0	0	0	0	3.9158E-08	6.08119E-08	6.32484E-08	0	0
W0TCH4	KLMA_60026	7.63383E-08	7.47314E-08	0	0	8.51121E-07	2.15278E-07	2.60957E-07	0	0	0	6.80112E-07	0
W0TBN2	KLMA_30214	8.08808E-08	4.66392E-07	0	0	1.53091E-07	0	0	4.8001E-07	2.43507E-07	0	0	1.79723E-07
W0THZ2	KLMA_80377	8.01315E-07	0	8.35099E-07	0	1.61843E-07	0	0	0	0	0	2.4884E-07	0
W0THZ6	KLMA_80382	8.88522E-07	8.69819E-07	1.47324E-06	0	5.4937E-07	0	0	5.62676E-07	0	0	0	6.4494E-07
W0T264	KLMA_10035	3.20918E-07	6.04494E-07	0	0	0	0	1.09703E-06	6.22145E-07	0	0	0	0
W0T8I5	KLMA_20673	5.26503E-08	3.03603E-07	8.72982E-08	0	3.05079E-07	1.48477E-07	0	0	0	0	0	1.16993E-07
W0T9G6	KLMA_30141	7.15413E-07	7.00354E-07	0	0	0	0	0	4.53051E-07	7.03584E-07	7.31774E-07	6.80112E-07	5.19288E-07
W0T4P7	KLMA_20129	1.27252E-07	3.81357E-07	1.24283E-06	3.57486E-07	0	0	0	2.46696E-07	0	0	3.70335E-07	0
W0TBF9	KLMA_40132	0	0	0	5.92766E-07	2.51028E-07	1.94374E-07	0	0	0	0	0	0
W0TAU9	KLMA_20766	1.65422E-07	0	0	0	0	0	1.84719E-07	0	4.98034E-07	1.69205E-07	0	0
W0THU8	KLMA_60413	0	0	0	0	0	0	4.82403E-07	2.73579E-07	1.8646E-06	0	0	0
0	0	0	5.20442E-08	0	1.4935E-07	0	1.49923E-07	1.81734E-07	3.15512E-07	4.89987E-07	1.66471E-07	0	0
W0T5C5	KLMA_10394	4.04365E-08	3.95853E-08	6.70467E-08	1.13597E-07	0	0	1.38229E-07	7.83919E-08	3.72689E-07	1.2662E-07	0	0
W0T4M1	KLMA_20099	0	1.25716E-06	3.05254E-06	0	0	0	0	0	0	0	0	0
W0THS6	KLMA_60393	1.74793E-08	0	0	0	0	0	0	1.03736E-07	5.26249E-08	1.67556E-07	1.55727E-07	3.88404E-08
W0TI09	KLMA_60473	8.96827E-07	8.77949E-07	4.85742E-07	8.22993E-07	0	8.26149E-07	0	0	0	0	8.52573E-07	6.50969E-07
W0TER7	KLMA_60539	6.44519E-08	1.07115E-08	0	0	0	0	0	6.49375E-08	0	1.04888E-07	3.18435E-08	0
W0T8B4	KLMA_20603	1.73881E-07	5.5604E-08	9.41781E-08	0	3.29122E-07	4.90354E-07	0	0	0	1.77858E-07	0	0
W0T805	KLMA_30250	2.22754E-07	4.97375E-07	6.27026E-08	0	0	0	0	0	0	0	0	0
W0TDV3	KLMA_40265	7.29164E-07	7.13815E-07	0	0	0	0	0	2.39982E-07	0	0	3.60256E-07	2.75067E-07
W0TGE8	KLMA_70300	1.05873E-07	1.03645E-07	1.75546E-07	2.97428E-07	2.00397E-07	2.98569E-07	0	2.05251E-07	0	0	3.08118E-07	2.35259E-07
W0T4D1	KLMA_10059	1.02294E-07	1.0014E-07	1.69611E-07	2.87371E-07	1.93621E-07	0	0	1.98311E-07	3.07975E-07	0	0	2.27304E-07
W0T6Y5	KLMA_10217	0	2.75824E-08	0	7.91527E-08	5.33304E-08	0	0	5.46221E-08	8.48276E-08	2.70088E-07	0	6.2608E-08
W0T2P1	KLMA_10215	4.37185E-07	4.27982E-07	2.36789E-07	4.01192E-07	2.7031E-07	0	0	2.76857E-07	0	0	0	0
0	0	0	0	9.39014E-07	0	1.07194E-06	2.71132E-07	0	0	0	0	0	2.1364E-07
W0TGQ1	KLMA_70138	3.68812E-07	3.61049E-07	0	0	2.13706E-06	0	1.26076E-06	0	0	0	0	8.19529E-07
W0TFD6	KLMA_60245	1.35448E-07	2.25106E-08	3.81269E-08	0	4.35242E-08	6.48461E-08	0	0	0	0	0	5.10959E-08
W0T3B6	KLMA_10475	0	0	0	0	0	0	0	0	0	0	4.58682E-07	6.73872E-07
W0T8J4	KLMA_30647	6.94637E-07	6.80015E-07	0	0	6.83321E-07	0	0	0	0	0	0	0
W0TDA0	KLMA_60331	0	3.12618E-07	0	8.97115E-07	6.04446E-07	0	1.09164E-06	6.19086E-07	9.61434E-07	9.99955E-07	0	0
W0T5N9	KLMA_10731	1.36271E-06	8.38486E-07	0	4.08494E-07	0	0	0	0	0	0	0	0
W0TKH3	KLMA_80363	2.07829E-07	0	3.44596E-07	0	0	1.9145E-07	0	1.31612E-07	2.04393E-07	2.12582E-07	0	0
0	0	7.93247E-07	7.76549E-07	6.83558E-07	0	0	0	0	0	0	0	0	0
W0T4L8	KLMA_10703	5.60407E-08	5.48611E-08	0	0	0	0	0	3.32589E-07	5.16508E-07	0	4.99277E-07	0
W0TC45	KLMA_50326	0	1.58637E-07	0	0	1.59408E-07	0	0	1.63269E-07	8.28258E-08	0	0	0
W0T6N7	KLMA_20617	5.34107E-07	1.70797E-07	0	0	0	0	0	1.10487E-07	1.71585E-07	0	0	0
W0T7P8	KLMA_10507	5.54604E-07	1.04468E-06	0	0	0	0	0	1.07518E-06	0	0	0	4.02564E-07
W0TH05	KLMA_80022	1.57599E-06	4.72303E-06	0	0	0	0	5.3874E-06	3.05528E-06	0	4.93492E-06	0	3.50196E-06
W0TCX7	KLMA_60191	2.10922E-08	0	0	3.49029E-07	1.22217E-07	1.8209E-07	0	0	0	0	0	0
W0T2W5	KLMA_10300	2.98506E-07	8.94583E-07	4.94945E-07	0	0	0	0	1.77157E-06	8.98709E-07	9.34717E-07	0	0
W0TIN9	KLMA_80385	9.48099E-08	1.57569E-08	8.16997E-08	0	0	4.53906E-08	0	0	0	5.04007E-08	0	0
W0T3R1	KLMA_10418	2.98506E-07	5.62278E-07	0	0	0	0	0	0	1.72925E-06	0	0	0
W0T958	KLMA_30298	3.32325E-07	3.2533E-07	5.5102E-07	9.33594E-07	6.29024E-07	9.37174E-07	1.13603E-06	6.44259E-07	0	0	0	0
W0TD58	KLMA_60286	6.84613E-07	7.15141E-08	1.21125E-07	0	0	0	0	1.41621E-07	0	0	0	1.62327E-07
W0T8D7	KLMA_20628	2.04732E-07	0	1.10887E-07	1.87877E-07	1.26585E-07	0	0	1.29651E-07	2.01347E-07	2.09414E-07	0	0
W0TAX3	KLMA_50128	0	2.78254E-08	4.71287E-08	7.98502E-08	0	8.01564E-08	0	0	8.55751E-08	8.90037E-08	8.27202E-08	6.31596E-08
W0T7N7	KLMA_30125	6.6628E-08	2.13064E-08	3.60873E-08	6.11427E-08	1.26113E-07	0	0	4.21937E-08	0	0	0	0
W0TEH9	KLMA_40485	8.66974E-07	8.48724E-07	0	0	2.7859E-07	4.15067E-07	0	0	0	0	0	0
W0TEZ5	KLMA_60357	2.2188E-07	4.17942E-07	3.67894E-07	2.03613E-07	0	0	0	0	0	0	0	0
W0T5A3	KLMA_20137	6.76584E-07	1.12444E-07	1.9045E-07	0	0	0	0	0	3.45815E-07	0	3.34278E-07	2.55233E-07
W0T941	KLMA_30620	2.61377E-07	4.34393E-08	7.35743E-08	0	0	0	0	8.6024E-08	0	1.38947E-07	1.29137E-07	0
W0T9I4	KLMA_40046	5.73798E-08	5.6172E-08	0	1.61196E-07	1.08608E-07	0	0	1.11239E-07	0	1.79674E-07	1.6699E-07	1.27502E-07
W0TGL7	KLMA_70365	1.42242E-06	1.39248E-06	7.70417E-07	1.30532E-06	8.79479E-07	0	0	0	0	0	0	1.03248E-06
W0TAR6	KLMA_20736	3.49389E-06	3.42034E-06	0	0	0	0	0	0	0	0	0	0
W0TCW1	KLMA_30639	2.7234E-07	0	1.47506E-07	2.49919E-07	0	2.50877E-07	0	1.72465E-07	2.67837E-07	0	0	1.9768E-07
W0TEF9	KLMA_60454	1.15465E-07	1.13034E-07	1.91449E-07	3.24373E-07	2.18551E-07	3.25617E-07	0	2.23845E-07	0	0	0	2.56571E-07
W0TDG5	KLMA_50182	0	0	0	3.95268E-07	8.69949E-08	3.96784E-07	0	0	1.38374E-07	0	0	1.02129E-07
0	0	0	1.38972E-07	2.35381E-07	0	8.22579E-07	4.00335E-07	0	0	0	0	0	3.15446E-07
W0TDF5	KLMA_40130	0	3.36889E-08	0	0	6.51374E-08	0	1.17639E-07	0	1.03608E-07	0	0	7.6469E-08
W0T820	KLMA_30467	5.11587E-08	5.00818E-08	0	1.43719E-07	9.6833E-08	0	1.74882E-07	9.91785E-08	0	0	1.48885E-07	0
W0THK9	KLMA_60323	0	0	0	0	0	0	0	0	0	3.07506E-07	2.85797E-07	4.19878E-07
W0T4E1	KLMA_10069	2.39496E-07	2.34455E-07	3.97103E-07	6.72811E-07	1.38774E-06	0	8.18699E-07	0	0	0	0	0
W0T6J5	KLMA_20225	3.17775E-07	1.01618E-07	1.72114E-07	0	0	0	0	0	3.1252E-07	3.25042E-07	0	2.30659E-07
W0TGV3	KLMA_70203	3.89557E-07	3.81357E-07	6.45915E-07	0	7.37352E-07	0	0	7.55212E-07	0	1.21983E-06	1.13371E-06	0
W0T8M3	KLMA_10812	3.97814E-08	0	0	1.11757E-07	2.30511E-07	1.12186E-07	0	2.36094E-07	0	0	0	0
0	0	2.03969E-07	6.52255E-08	1.10474E-07	0	0	0	0	1.29168E-07	0	0	5.93601E-07	0
W0TCW9	KLMA_50209	0	8.74791E-08	0	0	5.17791E-07	0	0	0	0	0	8.49507E-08	0
W0T8R3	KLMA_20021	1.81166E-07	0	3.00386E-07	0	3.4291E-07	0	6.19301E-07	3.51216E-07	0	5.67288E-07	0	4.02564E-07
0	0	0	0	6.91148E-08	0	0	0	0	8.08098E-08	3.84185E-07	0	1.2131E-07	2.83552E-07
W0T8B7	KLMA_10692	4.86607E-07	2.47572E-07	4.19319E-07	0	0	0	0	0	0	0	0	0
W0TK14	KLMA_80188	0	0	0	0	0	0	3.22701E-08	1.07799E-07	1.67411E-07	0	0	0
W0TE95	KLMA_40395	8.22684E-07	2.63079E-07	1.45554E-07	0	0	0	0	0	0	0	0	0
0	0	0	2.08144E-07	0	0	4.02445E-07	5.99598E-07	0	4.12193E-07	0	6.65779E-07	6.18776E-07	4.72456E-07
W0TEA7	KLMA_60097	0	0	0	0	3.27114E-08	0	0	1.02565E-07	0	1.65665E-07	5.02952E-08	3.84021E-08
W0T829	KLMA_10627	6.15056E-08	6.0211E-08	0	1.72786E-07	3.5639E-07	0	0	0	0	1.92594E-07	1.78997E-07	0
W0T261	KLMA_10030	0	0	0	0	0	0	1.77686E-07	5.93565E-07	1.56492E-07	1.62762E-07	0	1.15501E-07
W0T5E1	KLMA_10661	1.14862E-07	3.44227E-07	1.9045E-07	0	2.17411E-07	3.23917E-07	0	0	3.45815E-07	0	0	0
W0T9V2	KLMA_20406	1.35452E-06	9.86969E-08	1.67166E-07	0	0	0	0	0	0	0	0	0
W0T7Q8	KLMA_30150	1.91676E-07	5.74429E-07	0	5.38472E-07	3.62804E-07	0	0	0	0	6.00199E-07	0	4.25919E-07
W0T4W3	KLMA_20204	3.24628E-08	3.17795E-08	0	0	0	0	0	6.29337E-08	9.15939E-07	0	0	0
W0TDV2	KLMA_50604	9.72795E-08	1.8324E-07	5.26888E-08	0	0	0	0	0	0	0	9.24793E-08	0
W0TDR7	KLMA_40240	1.20595E-06	2.00422E-07	0	0	0	0	0	0	0	6.4108E-07	5.9582E-07	4.54929E-07
W0TFV0	KLMA_60405	4.8249E-07	4.72334E-07	8.00005E-07	0	9.13256E-07	0	0	2.86348E-06	0	0	1.40417E-06	0
W0TAB3	KLMA_40301	2.84937E-07	2.78939E-07	0	0	0	8.03538E-07	0	5.52391E-07	8.57858E-07	0	0	6.33152E-07
W0TK60	KLMA_80238	3.98389E-07	3.90003E-07	2.15777E-07	0	0	0	0	2.52289E-07	3.91802E-07	0	0	0
W0T4N9	KLMA_10728	7.92094E-08	7.75421E-08	1.31335E-07	2.22521E-07	1.49927E-07	0	0	0	0	0	2.30519E-07	1.76009E-07
W0TCC3	KLMA_50024	0	0	1.76422E-07	2.98911E-07	1.1863E-06	3.00058E-07	0	0	0	0	0	2.36432E-07
W0TD74	KLMA_50349	1.97307E-07	2.06105E-08	3.49086E-08	0	0	0	0	0	6.33862E-08	0	0	0
W0TE61	KLMA_60364	2.78096E-08	2.72242E-08	4.61104E-08	0	5.26379E-08	7.84245E-08	0	0	0	8.70807E-08	0	6.1795E-08
W0T8D3	KLMA_30582	1.18556E-07	2.23317E-07	6.42126E-08	0	0	0	0	0	0	0	0	8.60547E-08
W0T9I1	KLMA_20291	0	4.94128E-07	2.73386E-07	4.63198E-07	0	0	0	9.78536E-07	4.96407E-07	0	0	0
W0TF99	KLMA_60457	1.94459E-07	1.90365E-07	1.89922E-06	0	3.68071E-07	0	6.64742E-07	0	0	0	0	0
W0T888	KLMA_20573	4.16837E-08	4.08063E-08	0	6.89773E-07	2.41534E-07	0	0	0	0	0	0	0
W0T751	KLMA_20183	7.80724E-08	7.6429E-08	4.22858E-08	0	4.82719E-08	0	0	0	0	0	7.422E-08	0
W0TBZ3	KLMA_50271	0	0	0	0	0	0	0	5.73275E-07	1.71305E-06	3.02472E-07	0	2.14643E-07
W0TE17	KLMA_50417	6.60977E-07	6.47064E-07	0	0	0	0	0	2.4656E-06	0	0	0	0
W0T4B5	KLMA_10628	0	1.17006E-06	0	0	1.68387E-07	0	0	1.72465E-07	0	0	0	0
W0T529	KLMA_20269	2.0821E-06	2.03827E-06	0	0	0	0	0	0	0	0	0	7.85445E-07
0	0	8.80341E-07	8.6181E-07	4.76813E-07	0	5.44312E-07	0	0	5.57495E-07	0	0	0	0
W0T8C2	KLMA_20613	7.19131E-08	2.15514E-07	1.19237E-07	0	1.36117E-07	2.02799E-07	2.4583E-07	0	0	0	0	0
W0T5Z2	KLMA_20579	5.97993E-08	5.85406E-08	9.91518E-08	0	3.46503E-07	5.16251E-07	0	0	0	0	0	0
W0T9K4	KLMA_40071	5.71853E-08	5.59816E-08	9.48176E-08	0	1.0824E-07	0	0	0	0	0	1.66424E-07	1.2707E-07
W0TDY7	KLMA_50382	1.91676E-07	2.52099E-06	0	0	0	0	0	0	0	0	0	0
W0TGX5	KLMA_70228	5.29914E-08	5.18759E-08	0	0	1.00302E-07	0	0	1.02731E-07	1.59541E-07	0	0	1.17751E-07
W0T3N2	KLMA_10388	7.10779E-08	6.95817E-08	1.17852E-07	0	1.34536E-07	0	0	0	2.13994E-07	2.22567E-07	0	0
W0TEG8	KLMA_40475	3.39142E-07	3.32003E-07	5.62322E-07	9.52743E-07	6.41926E-07	0	0	0	0	0	9.86987E-07	0
W0TE54	KLMA_50452	7.21951E-08	7.06754E-08	1.19705E-07	2.02816E-07	0	0	0	1.3996E-07	0	0	2.10106E-07	0
W0T8L8	KLMA_20703	1.63101E-07	0	1.40548E-07	0	0	0	0	0	0	0	8.0583E-08	0
W0T619	KLMA_10629	5.21693E-07	5.10712E-07	0	0	0	0	1.78337E-06	1.01138E-06	1.57066E-06	0	0	1.15924E-06
W0TF10	KLMA_70092	1.72713E-07	5.17599E-07	0	0	0	4.8706E-07	5.90407E-07	3.34829E-07	0	0	0	0
W0TCJ6	KLMA_60051	0	5.50538E-07	0	0	2.04818E-06	0	0	3.56137E-07	0	0	0	0
W0T7F4	KLMA_20525	8.47657E-08	2.54032E-07	0	0	0	0	0	1.6433E-07	2.55203E-07	0	0	1.88356E-07
W0TID3	KLMA_80285	2.51822E-07	2.46521E-07	0	0	0	0	8.60834E-07	1.49451E-06	7.58158E-07	0	0	0
W0T729	KLMA_10267	1.5465E-07	4.63466E-07	2.56422E-07	0	2.92721E-07	0	0	0	0	0	0	3.43644E-07
W0T9H5	KLMA_20286	7.21255E-07	1.19868E-07	2.03024E-07	3.43984E-07	0	0	0	0	0	0	0	0
W0TAH1	KLMA_40618	5.3336E-08	5.22133E-08	8.84351E-08	0	1.00954E-07	0	0	0	0	1.67012E-07	1.55221E-07	0
W0T985	KLMA_30670	0	0	1.93985E-07	0	2.21445E-07	1.07774E-07	0	0	0	0	1.11221E-07	0
W0T5Y9	KLMA_10604	0	0	0	2.48809E-07	5.47605E-08	8.15869E-08	0	5.60869E-08	8.71023E-08	0	0	0
W0TAZ5	KLMA_40189	1.75832E-06	1.72131E-06	0	0	0	4.95855E-06	6.01068E-06	0	0	0	0	3.90712E-06
W0T3T5	KLMA_10640	2.39496E-07	7.65864E-08	0	0	0	0	0	1.51666E-07	2.35536E-07	0	0	1.7384E-07
W0THT7	KLMA_60403	0	1.12133E-06	0	0	0	0	0	0	1.79226E-06	0	0	4.32102E-07
W0TCD5	KLMA_30474	1.26337E-08	1.23678E-08	0	0	2.3913E-08	0	0	0	0	1.21106E-07	0	2.8073E-08
W0TAE0	KLMA_40331	0	1.61546E-08	0	4.63586E-08	3.12349E-08	0	0	0	0	1.58187E-07	4.80249E-08	0
W0TF60	KLMA_60417	1.4497E-07	4.63588E-08	7.85193E-08	0	0	0	0	0	4.36461E-07	0	0	0
W0T5M3	KLMA_20454	4.49663E-07	4.40198E-07	0	0	0	0	0	0	0	0	0	0
W0TDT7	KLMA_50312	1.53684E-07	1.50449E-07	0	0	2.90892E-07	4.33396E-07	0	0	0	0	4.47258E-07	3.41497E-07
